customer_sk,customer_id,first_name,last_name,email,residential_location,customer_segment
309,CUST_00309,David,Jennings,david.jennings@outlook.com,Arlington,Occasional Shopper
310,CUST_00310,Kara,Hall,kara.hall@outlook.com,Louisville,High Value
311,CUST_00311,Jessica,Silva,jessica.silva@outlook.com,Oakland,First-time Buyer
312,CUST_00312,Micheal,Fry,micheal.fry@outlook.com,Philadelphia,High Value
313,CUST_00313,Randy,Johnson,randy.johnson@gmail.com,Oakland,Online Shopper
314,CUST_00314,Jody,Wilkinson,jody.wilkinson@gmail.com,Portland,First-time Buyer
315,CUST_00315,Christopher,Montgomery,christopher.montgomery@gmail.com,Fort Worth,High Value
316,CUST_00316,Richard,Young,richard.young@outlook.com,Los Angeles,Deal Seeker
317,CUST_00317,Christina,Mcdonald,christina.mcdonald@outlook.com,Houston,Online Shopper
318,CUST_00318,Christopher,Castillo,christopher.castillo@gmail.com,Albuquerque,Premium Shopper
319,CUST_00319,Jeanette,Buchanan,jeanette.buchanan@gmail.com,San Antonio,In-Store Regular
320,CUST_00320,David,Ruiz,david.ruiz@outlook.com,Milwaukee,High Value
321,CUST_00321,Susan,Lee,susan.lee@outlook.com,San Jose,Occasional Shopper
322,CUST_00322,Sharon,Duncan,sharon.duncan@outlook.com,Colorado Springs,Deal Seeker
323,CUST_00323,Catherine,Kline,catherine.kline@gmail.com,Tulsa,Premium Shopper
324,CUST_00324,Amanda,Avila,amanda.avila@gmail.com,Denver,Premium Shopper
325,CUST_00325,Gina,Johnson,gina.johnson@yahoo.com,Memphis,Online Shopper
326,CUST_00326,George,Bryan,george.bryan@yahoo.com,Baltimore,Deal Seeker
327,CUST_00327,Luis,Howell,luis.howell@yahoo.com,San Jose,In-Store Regular
328,CUST_00328,Emily,Duarte,emily.duarte@yahoo.com,Houston,In-Store Regular
329,CUST_00329,Kelly,Nelson,kelly.nelson@outlook.com,Tampa,Online Shopper
330,CUST_00330,Christian,Hernandez,christian.hernandez@outlook.com,Arlington,In-Store Regular
331,CUST_00331,Robert,Smith,robert.smith@gmail.com,San Antonio,Deal Seeker
332,CUST_00332,Jeffrey,Hancock,jeffrey.hancock@outlook.com,Indianapolis,First-time Buyer
333,CUST_00333,Laura,King,laura.king@yahoo.com,Atlanta,First-time Buyer
334,CUST_00334,Nicole,Saunders,nicole.saunders@yahoo.com,Detroit,In-Store Regular
335,CUST_00335,Brooke,Coleman,brooke.coleman@outlook.com,Minneapolis,Deal Seeker
336,CUST_00336,Daniel,Martinez,daniel.martinez@outlook.com,Milwaukee,Online Shopper
337,CUST_00337,Martha,Ramos,martha.ramos@gmail.com,Virginia Beach,Budget Shopper
338,CUST_00338,Rebecca,Molina,rebecca.molina@gmail.com,Phoenix,Online Shopper
339,CUST_00339,Thomas,Johnson,thomas.johnson@gmail.com,Seattle,Budget Shopper
340,CUST_00340,Jennifer,Watkins,jennifer.watkins@outlook.com,San Antonio,Churn Risk
341,CUST_00341,Maria,Morton,maria.morton@gmail.com,Mesa,Loyal Customer
342,CUST_00342,Laura,Rodriguez,laura.rodriguez@outlook.com,Nashville,Churn Risk
343,CUST_00343,John,Larson,john.larson@outlook.com,Arlington,First-time Buyer
344,CUST_00344,Benjamin,Carter,benjamin.carter@yahoo.com,Boston,Deal Seeker
345,CUST_00345,Kelly,Jensen,kelly.jensen@outlook.com,Las Vegas,Budget Shopper
346,CUST_00346,Christopher,Porter,christopher.porter@outlook.com,Minneapolis,Deal Seeker
347,CUST_00347,Randall,Martinez,randall.martinez@gmail.com,Mesa,Deal Seeker
348,CUST_00348,Brandy,Branch,brandy.branch@gmail.com,El Paso,Loyal Customer
349,CUST_00349,Edward,Brandt,edward.brandt@outlook.com,Indianapolis,Churn Risk
350,CUST_00350,Morgan,Crosby,morgan.crosby@yahoo.com,Omaha,High Value
351,CUST_00351,Matthew,Thomas,matthew.thomas@yahoo.com,Boston,Deal Seeker
352,CUST_00352,Laura,Moore,laura.moore@yahoo.com,Sacramento,Budget Shopper
353,CUST_00353,Mark,King,mark.king@gmail.com,San Francisco,Loyal Customer
354,CUST_00354,Jeanette,White,jeanette.white@gmail.com,San Antonio,Loyal Customer
355,CUST_00355,Jenna,Chung,jenna.chung@outlook.com,Virginia Beach,Deal Seeker
356,CUST_00356,David,Green,david.green@yahoo.com,Fresno,Budget Shopper
357,CUST_00357,William,Douglas,william.douglas@gmail.com,New York,Online Shopper
358,CUST_00358,Thomas,Nielsen,thomas.nielsen@outlook.com,El Paso,First-time Buyer
359,CUST_00359,Gregory,Davis,gregory.davis@yahoo.com,Colorado Springs,Churn Risk
360,CUST_00360,Todd,Brown,todd.brown@yahoo.com,San Diego,Churn Risk
361,CUST_00361,Timothy,Arias,timothy.arias@gmail.com,Omaha,Loyal Customer
362,CUST_00362,David,Ortiz,david.ortiz@yahoo.com,Kansas City,Occasional Shopper
363,CUST_00363,David,Wilson,david.wilson@outlook.com,Milwaukee,Churn Risk
364,CUST_00364,Timothy,Cook,timothy.cook@outlook.com,Portland,Premium Shopper
365,CUST_00365,Kathryn,Simmons,kathryn.simmons@yahoo.com,Oklahoma City,Loyal Customer
366,CUST_00366,Samuel,Nguyen,samuel.nguyen@yahoo.com,Sacramento,Loyal Customer
367,CUST_00367,Connie,Richardson,connie.richardson@outlook.com,Memphis,First-time Buyer
368,CUST_00368,Jill,Frank,jill.frank@outlook.com,Oklahoma City,Online Shopper
369,CUST_00369,Michael,Gonzalez,michael.gonzalez@gmail.com,Nashville,First-time Buyer
370,CUST_00370,Victoria,Kirby,victoria.kirby@yahoo.com,Dallas,High Value
371,CUST_00371,Crystal,Ford,crystal.ford@gmail.com,Dallas,High Value
372,CUST_00372,Katelyn,Evans,katelyn.evans@gmail.com,Indianapolis,Premium Shopper
373,CUST_00373,Arthur,Torres,arthur.torres@yahoo.com,Portland,Deal Seeker
374,CUST_00374,Michael,Shannon,michael.shannon@outlook.com,Charlotte,In-Store Regular
375,CUST_00375,Brittany,Church,brittany.church@yahoo.com,El Paso,Loyal Customer
376,CUST_00376,Rebecca,Henderson,rebecca.henderson@yahoo.com,Indianapolis,Premium Shopper
377,CUST_00377,Adam,Morris,adam.morris@yahoo.com,New York,In-Store Regular
378,CUST_00378,Danielle,Pace,danielle.pace@yahoo.com,Virginia Beach,In-Store Regular
379,CUST_00379,Larry,Flores,larry.flores@yahoo.com,New York,Deal Seeker
380,CUST_00380,Daniel,Le,daniel.le@yahoo.com,Charlotte,Premium Shopper
381,CUST_00381,Steven,Duncan,steven.duncan@gmail.com,Colorado Springs,Deal Seeker
382,CUST_00382,Teresa,Rivera,teresa.rivera@gmail.com,Portland,High Value
383,CUST_00383,Anthony,Bonilla,anthony.bonilla@outlook.com,Miami,High Value
384,CUST_00384,Tami,Krueger,tami.krueger@yahoo.com,San Jose,Occasional Shopper
385,CUST_00385,Thomas,Jones,thomas.jones@outlook.com,Phoenix,Loyal Customer
386,CUST_00386,Roberto,Watson,roberto.watson@outlook.com,Virginia Beach,Premium Shopper
387,CUST_00387,Shelby,Kirk,shelby.kirk@gmail.com,Phoenix,High Value
388,CUST_00388,Justin,Alexander,justin.alexander@gmail.com,Boston,In-Store Regular
389,CUST_00389,Timothy,Davis,timothy.davis@yahoo.com,Houston,In-Store Regular
390,CUST_00390,Maria,Nelson,maria.nelson@yahoo.com,Detroit,Loyal Customer
391,CUST_00391,Michelle,Hurley,michelle.hurley@yahoo.com,Denver,Churn Risk
392,CUST_00392,Nicole,Holmes,nicole.holmes@gmail.com,Oklahoma City,In-Store Regular
393,CUST_00393,Robert,Hubbard,robert.hubbard@gmail.com,Tulsa,Budget Shopper
394,CUST_00394,Jonathan,Wood,jonathan.wood@gmail.com,Jacksonville,Premium Shopper
395,CUST_00395,Joe,Cooper,joe.cooper@outlook.com,Minneapolis,Churn Risk
396,CUST_00396,Garrett,Perez,garrett.perez@yahoo.com,Mesa,In-Store Regular
397,CUST_00397,Eric,Hansen,eric.hansen@yahoo.com,Tulsa,Occasional Shopper
398,CUST_00398,Christopher,Smith,christopher.smith@outlook.com,San Diego,In-Store Regular
399,CUST_00399,Elizabeth,Thompson,elizabeth.thompson@outlook.com,Los Angeles,Budget Shopper
400,CUST_00400,Tamara,Monroe,tamara.monroe@outlook.com,Jacksonville,First-time Buyer
401,CUST_00401,William,Mcconnell,william.mcconnell@gmail.com,Columbus,Occasional Shopper
402,CUST_00402,John,Ross,john.ross@gmail.com,Dallas,In-Store Regular
403,CUST_00403,Charles,Conley,charles.conley@outlook.com,Baltimore,Deal Seeker
404,CUST_00404,Kyle,Lopez,kyle.lopez@outlook.com,Charlotte,Deal Seeker
405,CUST_00405,Toni,Hale,toni.hale@yahoo.com,San Antonio,Loyal Customer
406,CUST_00406,Robert,Leonard,robert.leonard@outlook.com,Virginia Beach,High Value
407,CUST_00407,Nancy,Fox,nancy.fox@yahoo.com,Oklahoma City,In-Store Regular
408,CUST_00408,Caitlin,Richard,caitlin.richard@gmail.com,Los Angeles,Churn Risk
409,CUST_00409,Bruce,Jones,bruce.jones@gmail.com,Fort Worth,Loyal Customer
410,CUST_00410,Shannon,Walsh,shannon.walsh@gmail.com,New Orleans,First-time Buyer
411,CUST_00411,Cindy,Odonnell,cindy.odonnell@outlook.com,Arlington,Premium Shopper
412,CUST_00412,Danielle,Ramsey,danielle.ramsey@outlook.com,Baltimore,In-Store Regular
413,CUST_00413,Jose,Colon,jose.colon@gmail.com,San Antonio,Premium Shopper
414,CUST_00414,Harry,Thompson,harry.thompson@yahoo.com,Tucson,Online Shopper
415,CUST_00415,Robert,Washington,robert.washington@outlook.com,Columbus,Budget Shopper
416,CUST_00416,Teresa,Kelly,teresa.kelly@outlook.com,Tucson,First-time Buyer
417,CUST_00417,Stacy,Byrd,stacy.byrd@gmail.com,Phoenix,Online Shopper
418,CUST_00418,Anthony,Reyes,anthony.reyes@gmail.com,New York,Deal Seeker
419,CUST_00419,Heather,Martin,heather.martin@gmail.com,Colorado Springs,Premium Shopper
420,CUST_00420,Susan,Farrell,susan.farrell@gmail.com,Milwaukee,In-Store Regular
421,CUST_00421,Matthew,Harris,matthew.harris@outlook.com,Chicago,Occasional Shopper
422,CUST_00422,Kelsey,Williams,kelsey.williams@gmail.com,San Jose,In-Store Regular
423,CUST_00423,Tracy,Mullins,tracy.mullins@gmail.com,Omaha,Deal Seeker
424,CUST_00424,Kristen,Li,kristen.li@outlook.com,Kansas City,Deal Seeker
425,CUST_00425,Garrett,Barnes,garrett.barnes@yahoo.com,Miami,High Value
426,CUST_00426,Robert,Lucas,robert.lucas@gmail.com,Fort Worth,Occasional Shopper
427,CUST_00427,Daniel,Kelley,daniel.kelley@outlook.com,Denver,Deal Seeker
428,CUST_00428,Nicole,Jones,nicole.jones@outlook.com,Columbus,High Value
429,CUST_00429,Charles,Klein,charles.klein@gmail.com,Jacksonville,Loyal Customer
430,CUST_00430,Sarah,Shaffer,sarah.shaffer@yahoo.com,Raleigh,First-time Buyer
431,CUST_00431,Jeremy,Mathews,jeremy.mathews@gmail.com,Los Angeles,Occasional Shopper
432,CUST_00432,Michael,Robinson,michael.robinson@gmail.com,Colorado Springs,High Value
433,CUST_00433,Lisa,Rubio,lisa.rubio@gmail.com,New Orleans,Budget Shopper
434,CUST_00434,Ronald,Green,ronald.green@gmail.com,Milwaukee,In-Store Regular
435,CUST_00435,Nichole,Stevens,nichole.stevens@outlook.com,Albuquerque,Online Shopper
436,CUST_00436,Michael,Johnson,michael.johnson@gmail.com,Colorado Springs,High Value
437,CUST_00437,David,Small,david.small@yahoo.com,Phoenix,Online Shopper
438,CUST_00438,Victoria,Stafford,victoria.stafford@yahoo.com,New York,Loyal Customer
439,CUST_00439,Amber,Nguyen,amber.nguyen@gmail.com,Milwaukee,Premium Shopper
440,CUST_00440,April,Long,april.long@yahoo.com,Colorado Springs,In-Store Regular
441,CUST_00441,Gary,Johnson,gary.johnson@yahoo.com,Louisville,Occasional Shopper
442,CUST_00442,Logan,Schwartz,logan.schwartz@yahoo.com,Albuquerque,Churn Risk
443,CUST_00443,James,Martinez,james.martinez@gmail.com,New York,Loyal Customer
444,CUST_00444,Alexander,Ortega,alexander.ortega@gmail.com,Milwaukee,Occasional Shopper
445,CUST_00445,Sherri,Maldonado,sherri.maldonado@yahoo.com,Long Beach,Online Shopper
446,CUST_00446,Erica,Taylor,erica.taylor@outlook.com,Fresno,Loyal Customer
447,CUST_00447,Andrew,Turner,andrew.turner@gmail.com,El Paso,In-Store Regular
448,CUST_00448,Mark,Rose,mark.rose@yahoo.com,Atlanta,Churn Risk
449,CUST_00449,Matthew,Hurst,matthew.hurst@outlook.com,Tampa,Premium Shopper
450,CUST_00450,Donna,Newton,donna.newton@gmail.com,Minneapolis,High Value
451,CUST_00451,Taylor,Woods,taylor.woods@gmail.com,Kansas City,High Value
452,CUST_00452,James,Wood,james.wood@outlook.com,Indianapolis,High Value
453,CUST_00453,Amanda,Tapia,amanda.tapia@yahoo.com,Las Vegas,Online Shopper
454,CUST_00454,Mia,Reed,mia.reed@yahoo.com,Philadelphia,Deal Seeker
455,CUST_00455,Shawn,Smith,shawn.smith@yahoo.com,Philadelphia,Online Shopper
456,CUST_00456,Brian,Johnston,brian.johnston@yahoo.com,Detroit,In-Store Regular
457,CUST_00457,Felicia,Wilson,felicia.wilson@gmail.com,Oklahoma City,Online Shopper
458,CUST_00458,Kathy,Garcia,kathy.garcia@yahoo.com,San Jose,Occasional Shopper
459,CUST_00459,Roger,Brewer,roger.brewer@yahoo.com,Portland,High Value
460,CUST_00460,Cindy,Ortiz,cindy.ortiz@outlook.com,Detroit,First-time Buyer
461,CUST_00461,Angela,Huffman,angela.huffman@yahoo.com,Mesa,Loyal Customer
462,CUST_00462,April,Brown,april.brown@outlook.com,Sacramento,Online Shopper
463,CUST_00463,Christian,Webb,christian.webb@gmail.com,Dallas,Churn Risk
464,CUST_00464,Lisa,Cook,lisa.cook@yahoo.com,Austin,In-Store Regular
465,CUST_00465,Kaitlin,Guerrero,kaitlin.guerrero@outlook.com,Raleigh,First-time Buyer
466,CUST_00466,Katherine,Casey,katherine.casey@yahoo.com,Louisville,Occasional Shopper
467,CUST_00467,Leslie,Guerrero,leslie.guerrero@yahoo.com,San Antonio,Occasional Shopper
468,CUST_00468,James,Jones,james.jones@outlook.com,Baltimore,Occasional Shopper
469,CUST_00469,James,Potter,james.potter@yahoo.com,Colorado Springs,Premium Shopper
470,CUST_00470,Alex,Lopez,alex.lopez@yahoo.com,Jacksonville,Occasional Shopper
471,CUST_00471,Mary,Patrick,mary.patrick@outlook.com,Tucson,Online Shopper
472,CUST_00472,Richard,Martin,richard.martin@gmail.com,Omaha,Online Shopper
473,CUST_00473,Eric,Webb,eric.webb@outlook.com,Kansas City,First-time Buyer
474,CUST_00474,Cameron,Stewart,cameron.stewart@yahoo.com,Columbus,Online Shopper
475,CUST_00475,Janet,Oliver,janet.oliver@gmail.com,Nashville,Premium Shopper
476,CUST_00476,Jeremiah,Bailey,jeremiah.bailey@gmail.com,Phoenix,Deal Seeker
477,CUST_00477,Christopher,Oconnell,christopher.oconnell@outlook.com,Boston,First-time Buyer
478,CUST_00478,Heather,Fox,heather.fox@outlook.com,Los Angeles,Online Shopper
479,CUST_00479,Elizabeth,Jones,elizabeth.jones@gmail.com,New York,Premium Shopper
480,CUST_00480,Douglas,Thompson,douglas.thompson@yahoo.com,Indianapolis,Premium Shopper
481,CUST_00481,Deanna,Hall,deanna.hall@gmail.com,Raleigh,Online Shopper
482,CUST_00482,Samantha,Fisher,samantha.fisher@outlook.com,Austin,Deal Seeker
483,CUST_00483,John,Green,john.green@gmail.com,Portland,Occasional Shopper
484,CUST_00484,Teresa,Hood,teresa.hood@gmail.com,Jacksonville,Churn Risk
485,CUST_00485,Daniel,Mendez,daniel.mendez@yahoo.com,Washington,Churn Risk
486,CUST_00486,Jonathan,Collins,jonathan.collins@gmail.com,Baltimore,Premium Shopper
487,CUST_00487,Heather,Hill,heather.hill@yahoo.com,Sacramento,Premium Shopper
488,CUST_00488,Kimberly,Baker,kimberly.baker@yahoo.com,Atlanta,Deal Seeker
489,CUST_00489,Penny,Gray,penny.gray@gmail.com,Oakland,First-time Buyer
490,CUST_00490,Rachel,Wilkinson,rachel.wilkinson@yahoo.com,Louisville,High Value
491,CUST_00491,Jim,George,jim.george@outlook.com,Philadelphia,Budget Shopper
492,CUST_00492,Jerry,Long,jerry.long@outlook.com,Philadelphia,Online Shopper
493,CUST_00493,David,Walls,david.walls@yahoo.com,Tulsa,Occasional Shopper
494,CUST_00494,Kenneth,Hernandez,kenneth.hernandez@outlook.com,Detroit,Deal Seeker
495,CUST_00495,Laura,Soto,laura.soto@outlook.com,Las Vegas,Loyal Customer
496,CUST_00496,David,Harris,david.harris@yahoo.com,Baltimore,Deal Seeker
497,CUST_00497,William,Dawson,william.dawson@gmail.com,Jacksonville,Budget Shopper
498,CUST_00498,Rachel,Robbins,rachel.robbins@yahoo.com,Charlotte,In-Store Regular
499,CUST_00499,Joseph,Mora,joseph.mora@gmail.com,Raleigh,Occasional Shopper
500,CUST_00500,Anthony,Conner,anthony.conner@outlook.com,Virginia Beach,Premium Shopper
501,CUST_00501,Jennifer,Cox,jennifer.cox@outlook.com,Tulsa,High Value
502,CUST_00502,Shannon,Johnson,shannon.johnson@yahoo.com,Oklahoma City,Online Shopper
503,CUST_00503,Janice,Hernandez,janice.hernandez@yahoo.com,New Orleans,In-Store Regular
504,CUST_00504,Kevin,Scott,kevin.scott@outlook.com,Austin,In-Store Regular
505,CUST_00505,Charles,Klein,charles.klein@yahoo.com,Austin,Loyal Customer
506,CUST_00506,Tracy,Galvan,tracy.galvan@gmail.com,Albuquerque,In-Store Regular
507,CUST_00507,Abigail,Williams,abigail.williams@gmail.com,Raleigh,In-Store Regular
508,CUST_00508,Brittany,Cameron,brittany.cameron@gmail.com,Chicago,Loyal Customer
509,CUST_00509,Bryan,Edwards,bryan.edwards@gmail.com,Mesa,Deal Seeker
510,CUST_00510,Angel,Fitzgerald,angel.fitzgerald@yahoo.com,Philadelphia,Occasional Shopper
511,CUST_00511,Jose,Mann,jose.mann@gmail.com,Omaha,First-time Buyer
512,CUST_00512,Amanda,Jarvis,amanda.jarvis@yahoo.com,Los Angeles,Budget Shopper
513,CUST_00513,Stephanie,Hughes,stephanie.hughes@gmail.com,Chicago,First-time Buyer
514,CUST_00514,Michael,Jenkins,michael.jenkins@outlook.com,Tucson,Budget Shopper
515,CUST_00515,Jacob,Smith,jacob.smith@gmail.com,Tucson,Online Shopper
516,CUST_00516,Anna,Johnson,anna.johnson@gmail.com,Fresno,Loyal Customer
517,CUST_00517,Renee,Joseph,renee.joseph@outlook.com,Fort Worth,Loyal Customer
518,CUST_00518,David,Brown,david.brown@gmail.com,Tucson,Churn Risk
519,CUST_00519,Valerie,Thompson,valerie.thompson@yahoo.com,Portland,Occasional Shopper
520,CUST_00520,Jared,Mitchell,jared.mitchell@yahoo.com,Tucson,High Value
521,CUST_00521,Melanie,Clark,melanie.clark@outlook.com,Dallas,In-Store Regular
522,CUST_00522,Andrew,Oconnell,andrew.oconnell@yahoo.com,Portland,Premium Shopper
523,CUST_00523,Justin,Jones,justin.jones@gmail.com,Arlington,Online Shopper
524,CUST_00524,Leslie,Trujillo,leslie.trujillo@gmail.com,San Diego,High Value
525,CUST_00525,Jeffrey,Wilson,jeffrey.wilson@yahoo.com,Seattle,In-Store Regular
526,CUST_00526,Crystal,Robertson,crystal.robertson@gmail.com,New Orleans,Budget Shopper
527,CUST_00527,Christopher,Hobbs,christopher.hobbs@gmail.com,Los Angeles,Premium Shopper
528,CUST_00528,Troy,Smith,troy.smith@gmail.com,Memphis,First-time Buyer
529,CUST_00529,Sara,Baker,sara.baker@gmail.com,Mesa,Premium Shopper
530,CUST_00530,Nancy,Roy,nancy.roy@gmail.com,New Orleans,Loyal Customer
531,CUST_00531,Jermaine,Mclaughlin,jermaine.mclaughlin@gmail.com,Boston,High Value
532,CUST_00532,William,Green,william.green@gmail.com,San Jose,Online Shopper
533,CUST_00533,Oscar,Rivera,oscar.rivera@outlook.com,Nashville,High Value
534,CUST_00534,Mary,Hardy,mary.hardy@gmail.com,Raleigh,Occasional Shopper
535,CUST_00535,Ashlee,Ortiz,ashlee.ortiz@gmail.com,Long Beach,Loyal Customer
536,CUST_00536,Paul,Lee,paul.lee@gmail.com,Omaha,Occasional Shopper
537,CUST_00537,Alexander,Roth,alexander.roth@outlook.com,Austin,Online Shopper
538,CUST_00538,Bradley,Barajas,bradley.barajas@gmail.com,Arlington,High Value
539,CUST_00539,Denise,Johnson,denise.johnson@outlook.com,Fresno,Occasional Shopper
540,CUST_00540,Randy,Watson,randy.watson@gmail.com,Chicago,First-time Buyer
541,CUST_00541,Jose,Collins,jose.collins@yahoo.com,Minneapolis,High Value
542,CUST_00542,Caleb,Dominguez,caleb.dominguez@outlook.com,Tulsa,In-Store Regular
543,CUST_00543,Sean,Dean,sean.dean@outlook.com,Denver,Occasional Shopper
544,CUST_00544,Matthew,Patterson,matthew.patterson@outlook.com,Columbus,Online Shopper
545,CUST_00545,Joseph,Arellano,joseph.arellano@gmail.com,Tampa,Loyal Customer
546,CUST_00546,Jacob,Salas,jacob.salas@yahoo.com,Louisville,In-Store Regular
547,CUST_00547,Lauren,Moreno,lauren.moreno@yahoo.com,Philadelphia,Online Shopper
548,CUST_00548,Richard,Duncan,richard.duncan@gmail.com,Oakland,Premium Shopper
549,CUST_00549,Daniel,Lewis,daniel.lewis@outlook.com,Fresno,Occasional Shopper
550,CUST_00550,Joshua,Garcia,joshua.garcia@yahoo.com,Indianapolis,Online Shopper
551,CUST_00551,Andrew,Chen,andrew.chen@yahoo.com,Milwaukee,Deal Seeker
552,CUST_00552,Christopher,Clark,christopher.clark@yahoo.com,San Diego,Deal Seeker
553,CUST_00553,Ashley,Ramirez,ashley.ramirez@gmail.com,Portland,In-Store Regular
554,CUST_00554,Thomas,Morgan,thomas.morgan@outlook.com,Mesa,Deal Seeker
555,CUST_00555,Susan,Compton,susan.compton@yahoo.com,Charlotte,High Value
556,CUST_00556,Jason,Weeks,jason.weeks@yahoo.com,Kansas City,First-time Buyer
557,CUST_00557,Sara,Anderson,sara.anderson@gmail.com,Tucson,Churn Risk
558,CUST_00558,Sandra,Dunn,sandra.dunn@outlook.com,New Orleans,Churn Risk
559,CUST_00559,Mark,Williams,mark.williams@yahoo.com,Tulsa,Deal Seeker
560,CUST_00560,Susan,Williams,susan.williams@outlook.com,Raleigh,Occasional Shopper
561,CUST_00561,Victoria,Kelley,victoria.kelley@yahoo.com,Colorado Springs,High Value
562,CUST_00562,Michael,Thompson,michael.thompson@gmail.com,Philadelphia,Churn Risk
563,CUST_00563,Mackenzie,Allen,mackenzie.allen@yahoo.com,Memphis,Churn Risk
564,CUST_00564,Timothy,Brown,timothy.brown@gmail.com,Columbus,Churn Risk
565,CUST_00565,Lorraine,Mcdaniel,lorraine.mcdaniel@outlook.com,Kansas City,High Value
566,CUST_00566,Theresa,Pena,theresa.pena@gmail.com,Miami,Loyal Customer
567,CUST_00567,Thomas,Martin,thomas.martin@yahoo.com,Fort Worth,Online Shopper
568,CUST_00568,Kevin,Allen,kevin.allen@outlook.com,Nashville,Loyal Customer
569,CUST_00569,Lori,Richmond,lori.richmond@outlook.com,San Diego,In-Store Regular
570,CUST_00570,Susan,Hayes,susan.hayes@gmail.com,Austin,Occasional Shopper
571,CUST_00571,Mary,Lopez,mary.lopez@outlook.com,Los Angeles,Occasional Shopper
572,CUST_00572,Michael,Dudley,michael.dudley@yahoo.com,El Paso,Budget Shopper
573,CUST_00573,Tommy,Page,tommy.page@yahoo.com,San Jose,In-Store Regular
574,CUST_00574,Justin,Chang,justin.chang@outlook.com,New Orleans,Premium Shopper
